discipline,circuit_type,altitude_band,control,lag_s,mean_m2,n_flights,n_clusters,pointwise_95_low_m2,pointwise_95_high_m2
paragliders,open,High mountains,fixed long segments,5624.0,940767572.0181078,2209,1642,916175550.4486364,966124949.6234087
paragliders,open,High mountains,fixed long segments,6341.0,1148755506.5857854,2209,1642,1117236166.0521967,1181685180.5898027
paragliders,open,High mountains,fixed long segments,7149.0,1396951288.9941149,2209,1642,1356154881.3758287,1439225144.6049647
paragliders,open,High mountains,fixed long segments,8059.0,1690244099.846084,2209,1642,1638477538.4962425,1744304159.1828315
paragliders,open,High mountains,fixed long segments,9086.0,2033551711.9927568,2209,1642,1966619202.429063,2102275431.8828611
paragliders,open,High mountains,fixed long segments,10000.0,2345720790.162064,2209,1642,2263098785.1776185,2430208801.018317
paragliders,closed,Plains,available segments,10.0,6651.30655043232,1066,945,6574.966046409976,6730.475251871278
paragliders,closed,Plains,available segments,11.0,7936.223970794806,1066,945,7828.538522595723,8043.450008335907
paragliders,closed,Plains,available segments,12.0,8811.630062090138,1066,945,8689.87282149526,8932.843520984192
paragliders,closed,Plains,available segments,14.0,11959.916441563426,1066,945,11782.60742733415,12146.205768995555
paragliders,closed,Plains,available segments,16.0,14535.791395089002,1066,945,14326.818620305115,14745.025135055712
paragliders,closed,Plains,available segments,18.0,18115.305755920846,1066,945,17836.609019608248,18408.367844927485
paragliders,closed,Plains,available segments,20.0,21057.530194839495,1066,945,20745.445893072247,21384.307767237984
paragliders,closed,Plains,available segments,23.0,27261.527194600334,1066,945,26817.117929450993,27721.653501466095
paragliders,closed,Plains,available segments,25.0,30022.680738194264,1066,945,29562.687817556438,30518.97750497948
paragliders,closed,Plains,available segments,29.0,40013.118621234775,1066,945,39355.17918226423,40715.335123706776
paragliders,closed,Plains,available segments,32.0,46627.43544580792,1066,945,45874.58192290287,47440.655532684235
paragliders,closed,Plains,available segments,37.0,60324.08129750145,1066,945,59325.18592036217,61396.32567085049
paragliders,closed,Plains,available segments,41.0,72908.80197639826,1066,945,71649.95529778575,74270.62872580659
paragliders,closed,Plains,available segments,46.0,90357.49489652786,1066,945,88745.0234164775,92089.01005638171
paragliders,closed,Plains,available segments,52.0,111056.86565898977,1066,945,109092.21513377472,113190.25176268097
paragliders,closed,Plains,available segments,59.0,142455.2071227358,1066,945,139720.87941935746,145433.2788065391
paragliders,closed,Plains,available segments,67.0,176509.58021349204,1066,945,173156.43149317085,180139.5625851828
paragliders,closed,Plains,available segments,75.0,218438.67334235588,1063,942,214237.73286888635,223110.27944395933
paragliders,closed,Plains,available segments,85.0,269688.61686409125,1063,942,264372.7376389064,275505.1953540439
paragliders,closed,Plains,available segments,95.0,332800.74238687387,1063,942,325986.7300428749,340207.7010676837
paragliders,closed,Plains,available segments,107.0,407946.8459071652,1063,942,399528.484542531,417061.0104914354
paragliders,closed,Plains,available segments,121.0,503918.05337717297,1063,942,493249.8381566125,515440.6098732724
paragliders,closed,Plains,available segments,137.0,627191.2134008078,1063,942,613400.2169359276,641943.8868904081
paragliders,closed,Plains,available segments,154.0,769250.2305467332,1063,942,751999.3846981336,787341.260248432
paragliders,closed,Plains,available segments,174.0,950419.6494709891,1063,942,928163.1249643202,973701.9395614201
paragliders,closed,Plains,available segments,196.0,1162426.4637812388,1063,942,1134279.5405324593,1192116.8552502163
paragliders,closed,Plains,available segments,221.0,1421622.7726896496,1063,942,1385752.383214369,1458858.6844167283
paragliders,closed,Plains,available segments,249.0,1738317.8807922539,1062,941,1692744.5126853266,1786830.4053066066
paragliders,closed,Plains,available segments,281.0,2116537.437928902,1062,941,2059319.7287951433,2177503.0118215024
paragliders,closed,Plains,available segments,316.0,2563998.801049291,1062,941,2493269.6264250176,2640831.3095485303
paragliders,closed,Plains,available segments,357.0,3113779.6346474383,1062,941,3024226.648166366,3209283.6592655317
paragliders,closed,Plains,available segments,402.0,3753193.9686632445,1062,941,3641647.7776932684,3872955.5571111985
paragliders,closed,Plains,available segments,453.0,4529839.904717041,1062,941,4387181.514316301,4682434.284914723
paragliders,closed,Plains,available segments,511.0,5435976.898390872,1061,940,5255561.48669311,5629175.235007605
paragliders,closed,Plains,available segments,576.0,6518729.630425327,1061,940,6292371.294766647,6761608.964665266
paragliders,closed,Plains,available segments,649.0,7801392.810990847,1061,940,7520469.255694872,8104509.039048649
paragliders,closed,Plains,available segments,732.0,9323311.006473811,1059,938,8970975.829642497,9698339.585233785
paragliders,closed,Plains,available segments,825.0,11096035.21511123,1058,937,10653200.388150595,11571703.16418633
paragliders,closed,Plains,available segments,931.0,13227224.671300426,1056,936,12672869.03633135,13821522.166319828
paragliders,closed,Plains,available segments,1049.0,15713955.538725607,1056,936,15028374.402035939,16455984.671989504
paragliders,closed,Plains,available segments,1183.0,18626522.661345925,1055,936,17776817.166453674,19535551.803590223
paragliders,closed,Plains,available segments,1334.0,21996460.527943388,1052,934,20927943.244948898,23112056.83394005
paragliders,closed,Plains,available segments,1504.0,25998461.236372676,1040,922,24656345.18103063,27401203.867056414
paragliders,closed,Plains,available segments,1695.0,30679044.373771433,1024,911,29022127.97810502,32447953.091408674
paragliders,closed,Plains,available segments,1911.0,35928572.9301988,1002,890,33875229.64518161,38140680.35237685
paragliders,closed,Plains,available segments,2155.0,43036318.320441335,951,847,40376438.630574495,45925742.9979064
paragliders,closed,Plains,available segments,2429.0,51325378.32082216,898,801,47898672.19357514,54891224.50928436
paragliders,closed,Plains,available segments,2739.0,62070017.1496053,820,733,57653426.34951806,66662524.36764248
paragliders,closed,Plains,available segments,3088.0,75493204.36284594,730,657,69478167.19271755,81684321.15582255
paragliders,closed,Plains,available segments,3481.0,94580291.07539308,622,558,86333183.45042066,103299996.618365
paragliders,closed,Plains,available segments,3925.0,118685794.29791667,512,463,107505540.9585235,130976134.42199314
paragliders,closed,Plains,available segments,4425.0,156438767.16794255,405,370,140356430.5525406,174421335.16493508
paragliders,closed,Plains,available segments,4989.0,208270389.71969435,305,282,183396931.79495925,235282597.38104755
paragliders,closed,Plains,available segments,5624.0,266067503.3116396,231,215,228281049.58897611,306006510.4944758
paragliders,closed,Plains,available segments,6341.0,357862460.4403226,155,149,306696996.63929945,412985028.3838213
paragliders,closed,Plains,available segments,7149.0,511674424.2938144,97,95,424825565.884049,599484108.4946723
paragliders,closed,Plains,available segments,8059.0,723926701.190678,59,59,577271050.8855813,880325413.2607417
paragliders,closed,Plains,available segments,9086.0,957290678.0884147,41,41,735212589.2355121,1194181823.4063053
paragliders,closed,Plains,available segments,10000.0,1293576252.8307292,24,24,917473292.8590626,1677362800.5753715
paragliders,closed,Plains,fixed long segments,10.0,7500.185567220052,24,24,6789.864354790581,8176.441278413915
paragliders,closed,Plains,fixed long segments,11.0,9691.283121744791,24,24,8453.594992496266,10949.730265403054
paragliders,closed,Plains,fixed long segments,12.0,10116.957702636719,24,24,8870.738143500434,11419.13221958705
paragliders,closed,Plains,fixed long segments,14.0,15912.706176757812,24,24,13691.441787507234,17991.709341854115
paragliders,closed,Plains,fixed long segments,16.0,18618.859700520832,24,24,16576.456462290098,20462.220254601038
paragliders,closed,Plains,fixed long segments,18.0,24682.328653971355,24,24,21757.49647786458,27623.646026611324
paragliders,closed,Plains,fixed long segments,20.0,29027.208455403645,24,24,25488.44326578776,32577.777286137978
paragliders,closed,Plains,fixed long segments,23.0,39122.45812988281,24,24,33732.74597380265,44341.25018448539
paragliders,closed,Plains,fixed long segments,25.0,40723.15144856771,24,24,35483.39654079861,45645.36249875669
paragliders,closed,Plains,fixed long segments,29.0,58833.274576822914,24,24,51181.665241970484,66543.20400390626
paragliders,closed,Plains,fixed long segments,32.0,66643.48103841145,24,24,57571.10120117188,75643.85732054515
paragliders,closed,Plains,fixed long segments,37.0,87174.2100423177,24,24,75748.92528889974,97595.18701519269
paragliders,closed,Plains,fixed long segments,41.0,108331.423828125,24,24,93266.2109349301,122954.86001859266
paragliders,closed,Plains,fixed long segments,46.0,137044.4873046875,24,24,118197.57093945311,153830.69936774333
paragliders,closed,Plains,fixed long segments,52.0,165971.4503580729,24,24,143018.1884659477,187483.32112639508
paragliders,closed,Plains,fixed long segments,59.0,223958.44580078125,24,24,191415.64652369116,254964.08212890624
paragliders,closed,Plains,fixed long segments,67.0,274654.6507161458,24,24,234891.0343873355,310971.65459990525
paragliders,closed,Plains,fixed long segments,75.0,348991.7718098958,24,24,297046.5742239583,397284.49913552986
paragliders,closed,Plains,fixed long segments,85.0,427839.3160807292,24,24,363581.04673317063,488849.51800426136
paragliders,closed,Plains,fixed long segments,95.0,545479.0947265625,24,24,460676.7859816778,624924.5915532709
paragliders,closed,Plains,fixed long segments,107.0,671378.22265625,24,24,566010.915,770785.8406769012
paragliders,closed,Plains,fixed long segments,121.0,834023.3248697916,24,24,702288.3074804688,957070.7308536932
paragliders,closed,Plains,fixed long segments,137.0,1060177.125,24,24,887800.3023168403,1222532.913183122
paragliders,closed,Plains,fixed long segments,154.0,1311931.404296875,24,24,1098012.6862695313,1515068.705486866
paragliders,closed,Plains,fixed long segments,174.0,1659108.1940104167,24,24,1381019.337393466,1921556.9251875
paragliders,closed,Plains,fixed long segments,196.0,2055530.2291666667,24,24,1704077.4153392857,2378679.812521701
paragliders,closed,Plains,fixed long segments,221.0,2558371.9166666665,24,24,2113973.529353693,2976245.0396132814
paragliders,closed,Plains,fixed long segments,249.0,3191354.953125,24,24,2626237.863540274,3718686.919741071
paragliders,closed,Plains,fixed long segments,281.0,3957099.2109375,24,24,3240597.5114100985,4627197.694097222
paragliders,closed,Plains,fixed long segments,316.0,4892103.735677083,24,24,3989398.0492610256,5723160.939564732
paragliders,closed,Plains,fixed long segments,357.0,6080621.5703125,24,24,4936322.009296218,7144274.717050137
paragliders,closed,Plains,fixed long segments,402.0,7498875.028645833,24,24,6073877.700283717,8840787.110162036
paragliders,closed,Plains,fixed long segments,453.0,9327517.401041666,24,24,7523655.1219200725,11009025.999974797
paragliders,closed,Plains,fixed long segments,511.0,11520801.078125,24,24,9258966.859650735,13642339.365347782
paragliders,closed,Plains,fixed long segments,576.0,14268176.731770834,24,24,11432403.973737981,16938801.940909665
paragliders,closed,Plains,fixed long segments,649.0,17611289.921875,24,24,14042122.210338235,20978787.432494275
paragliders,closed,Plains,fixed long segments,732.0,21729360.276041668,24,24,17204762.448858175,25961710.400951084
paragliders,closed,Plains,fixed long segments,825.0,26835995.46875,24,24,21153610.045599855,32166587.839144733
paragliders,closed,Plains,fixed long segments,931.0,33201496.317708332,24,24,26124076.390459217,39897333.26773611
paragliders,closed,Plains,fixed long segments,1049.0,41039111.994791664,24,24,32167035.08289474,49476731.97898611
paragliders,closed,Plains,fixed long segments,1183.0,50672073.5,24,24,39513542.651726976,61290460.66163637
paragliders,closed,Plains,fixed long segments,1334.0,62556656.755208336,24,24,48501143.82072368,75862577.69411527
paragliders,closed,Plains,fixed long segments,1504.0,77033475.52083333,24,24,59435006.16425,93583957.38943477
paragliders,closed,Plains,fixed long segments,1695.0,94950477.52083333,24,24,72946184.10419792,115548488.28925
paragliders,closed,Plains,fixed long segments,1911.0,116885145.90625,24,24,89374083.43802083,142446612.51644737
paragliders,closed,Plains,fixed long segments,2155.0,144064044.27083334,24,24,109753671.21030505,175877205.2426477
paragliders,closed,Plains,fixed long segments,2429.0,177164635.05208334,24,24,134567456.46759868,216810058.13971424
paragliders,closed,Plains,fixed long segments,2739.0,217510660.96354166,24,24,164767676.09539065,266912809.67566842
paragliders,closed,Plains,fixed long segments,3088.0,266492647.34895834,24,24,201302772.45898438,327245108.6427554
paragliders,closed,Plains,fixed long segments,3481.0,325529029.171875,24,24,245093610.3703125,399620524.85472625
paragliders,closed,Plains,fixed long segments,3925.0,396670574.078125,24,24,298001049.8139137,487410952.42103493
paragliders,closed,Plains,fixed long segments,4425.0,480709571.5729167,24,24,359427593.2475714,591711043.777989
paragliders,closed,Plains,fixed long segments,4989.0,579125738.75,24,24,429759977.0237165,715046044.0972221
paragliders,closed,Plains,fixed long segments,5624.0,692340081.0572916,24,24,510031885.1707552,861823788.2322913
paragliders,closed,Plains,fixed long segments,6341.0,820432339.78125,24,24,600511857.2512228,1029033663.2375
paragliders,closed,Plains,fixed long segments,7149.0,959665722.0729166,24,24,699366615.3849392,1204662917.3791666
paragliders,closed,Plains,fixed long segments,8059.0,1099128660.5208333,24,24,795839914.3088542,1389977200.0128584
paragliders,closed,Plains,fixed long segments,9086.0,1220811182.4010417,24,24,879645650.4480938,1562543746.7205553
paragliders,closed,Plains,fixed long segments,10000.0,1293576252.8307292,24,24,917473292.8590626,1677362800.5753715
paragliders,closed,Hills,available segments,10.0,6724.9823088631965,6325,5159,6685.806663462764,6763.000964595492
paragliders,closed,Hills,available segments,11.0,8067.389310203296,6325,5159,8017.263760266129,8116.639106060889
paragliders,closed,Hills,available segments,12.0,9003.62110808666,6325,5159,8944.292151953396,9064.016051632043
paragliders,closed,Hills,available segments,14.0,12029.57458137821,6325,5159,11950.424603899177,12106.890184379039
paragliders,closed,Hills,available segments,16.0,14977.685552937251,6325,5159,14879.189220064982,15069.404722926545
paragliders,closed,Hills,available segments,18.0,18549.462359768026,6325,5159,18431.726826056565,18663.816392229895
paragliders,closed,Hills,available segments,20.0,21825.27141062611,6325,5159,21682.68105376932,21965.980407370575
paragliders,closed,Hills,available segments,23.0,28152.70445993579,6325,5159,27960.84142336456,28345.930057047768
paragliders,closed,Hills,available segments,25.0,31409.00401371138,6325,5159,31188.151757231808,31626.88625688281
paragliders,closed,Hills,available segments,29.0,42095.00081586983,6325,5159,41798.49385218635,42391.63890491752
paragliders,closed,Hills,available segments,32.0,49488.78098174705,6325,5159,49117.39577876304,49847.08160845209
paragliders,closed,Hills,available segments,37.0,64317.46234300387,6325,5159,63825.26123495961,64797.23930939444
paragliders,closed,Hills,available segments,41.0,77765.03888590276,6325,5159,77176.86916331277,78341.45458285954
paragliders,closed,Hills,available segments,46.0,96475.81580757331,6325,5159,95699.87735398399,97221.97257772056
paragliders,closed,Hills,available segments,52.0,119058.97934900007,6325,5159,118107.08360511318,119996.77387395923
paragliders,closed,Hills,available segments,59.0,152207.60115601658,6324,5159,150978.10902302928,153421.0771253044
paragliders,closed,Hills,available segments,67.0,189740.97011922946,6324,5159,188143.24199542913,191292.019985399
paragliders,closed,Hills,available segments,75.0,233931.1649382487,6323,5158,231933.53932150584,235884.68418111792
paragliders,closed,Hills,available segments,85.0,289153.59313481516,6323,5158,286678.8818292854,291555.5004316224
paragliders,closed,Hills,available segments,95.0,357037.4223370092,6323,5158,353875.51996976836,360130.6398789282
paragliders,closed,Hills,available segments,107.0,438843.82972282846,6322,5157,434854.61060337914,442703.62440699665
paragliders,closed,Hills,available segments,121.0,542150.7083211761,6320,5155,537134.3800058967,547074.8588798321
paragliders,closed,Hills,available segments,137.0,675735.0409883275,6320,5155,669316.1849060699,682032.6685778701
paragliders,closed,Hills,available segments,154.0,827451.1466441525,6320,5155,819421.1845301946,835340.0026559208
paragliders,closed,Hills,available segments,174.0,1022531.9429330755,6319,5154,1012275.2726216355,1032596.9122772946
paragliders,closed,Hills,available segments,196.0,1253390.150103605,6319,5154,1240524.4124503084,1266098.5866513567
paragliders,closed,Hills,available segments,221.0,1534730.367353054,6317,5152,1518431.3265536672,1550690.2493578591
paragliders,closed,Hills,available segments,249.0,1877553.9456463929,6316,5151,1857118.7989768104,1897534.5745494652
paragliders,closed,Hills,available segments,281.0,2292801.7237678673,6314,5149,2266986.435866914,2317629.745251959
paragliders,closed,Hills,available segments,316.0,2783702.9071061085,6313,5149,2751163.7115463233,2814854.0402518194
paragliders,closed,Hills,available segments,357.0,3391829.500516769,6311,5147,3351516.2310842397,3431379.663078343
paragliders,closed,Hills,available segments,402.0,4107049.028327774,6309,5145,4057054.719692367,4155797.196560723
paragliders,closed,Hills,available segments,453.0,4976094.546602647,6309,5145,4913926.791439272,5037430.763096694
paragliders,closed,Hills,available segments,511.0,6018932.900422036,6307,5143,5941248.071079863,6095845.810686463
paragliders,closed,Hills,available segments,576.0,7261478.934245702,6306,5142,7164995.753680112,7357314.559540673
paragliders,closed,Hills,available segments,649.0,8740806.408942264,6304,5141,8620317.71976005,8859977.448580218
paragliders,closed,Hills,available segments,732.0,10513269.263943478,6302,5139,10365176.939245958,10662126.423460487
paragliders,closed,Hills,available segments,825.0,12602404.781697474,6295,5136,12418804.30678249,12788462.617124693
paragliders,closed,Hills,available segments,931.0,15092566.569709606,6287,5130,14859147.533172932,15327597.432405258
paragliders,closed,Hills,available segments,1049.0,17986322.156628378,6281,5125,17694490.422808696,18273267.119379316
paragliders,closed,Hills,available segments,1183.0,21362107.6580661,6275,5120,20996969.317812853,21719541.14693826
paragliders,closed,Hills,available segments,1334.0,25303071.071055777,6240,5098,24857959.445779577,25740300.01716404
paragliders,closed,Hills,available segments,1504.0,29875376.128355503,6171,5044,29311470.962980475,30425342.807128508
paragliders,closed,Hills,available segments,1695.0,35184652.26907912,6076,4972,34494560.264926255,35872663.18294762
paragliders,closed,Hills,available segments,1911.0,41427667.511012815,5900,4841,40560613.65279721,42275255.76210989
paragliders,closed,Hills,available segments,2155.0,48779873.4234209,5676,4677,47714092.988833584,49864390.97663177
paragliders,closed,Hills,available segments,2429.0,57492889.59964484,5352,4418,56130930.14301241,58835581.57881743
paragliders,closed,Hills,available segments,2739.0,68275809.72976838,4908,4065,66499669.49398783,70003258.9760354
paragliders,closed,Hills,available segments,3088.0,81554866.88493271,4354,3639,79292662.6529002,83816240.07303248
paragliders,closed,Hills,available segments,3481.0,98242086.52867953,3738,3153,95239667.83769491,101262982.84685463
paragliders,closed,Hills,available segments,3925.0,122466908.47847354,3000,2566,118364859.9919886,126742267.22273937
paragliders,closed,Hills,available segments,4425.0,155305761.7911274,2318,2015,149538878.17338532,161396425.87669066
paragliders,closed,Hills,available segments,4989.0,198280185.12811053,1728,1520,189768565.11057243,207139025.39569426
paragliders,closed,Hills,available segments,5624.0,258546527.40702224,1214,1087,246613912.21607977,270647196.93056065
paragliders,closed,Hills,available segments,6341.0,338483194.816821,810,738,320915877.0997029,356319782.29046565
paragliders,closed,Hills,available segments,7149.0,434042247.74758685,518,477,406647741.7619687,460216878.4426212
paragliders,closed,Hills,available segments,8059.0,570067029.722807,285,272,523770307.8017878,617178569.3138869
paragliders,closed,Hills,available segments,9086.0,767394930.3962264,159,152,695194710.4036096,847315642.8470432
paragliders,closed,Hills,available segments,10000.0,915601554.3092784,97,92,811121605.9554254,1033127067.4924923
paragliders,closed,Hills,fixed long segments,10.0,8579.530796955542,97,92,8264.05241313078,8890.359128595986
paragliders,closed,Hills,fixed long segments,11.0,10319.419735623389,97,92,9897.534253695703,10724.214917324764
paragliders,closed,Hills,fixed long segments,12.0,11403.789782337306,97,92,10905.703805087544,11894.775261244213
paragliders,closed,Hills,fixed long segments,14.0,15710.24475978576,97,92,14956.8118017862,16459.66084857103
paragliders,closed,Hills,fixed long segments,16.0,20134.852810889177,97,92,19321.906202248196,20927.906807220574
paragliders,closed,Hills,fixed long segments,18.0,25175.75462105348,97,92,24222.348876477525,26129.829980870305
paragliders,closed,Hills,fixed long segments,20.0,29628.557345360823,97,92,28584.66415423769,30732.648360942323
paragliders,closed,Hills,fixed long segments,23.0,39072.69863482603,97,92,37473.82221957216,40857.44491033686
paragliders,closed,Hills,fixed long segments,25.0,43216.769410438144,97,92,41415.45229877618,45086.71959145555
paragliders,closed,Hills,fixed long segments,29.0,59417.89308150773,97,92,57252.68775152639,61617.86182320954
paragliders,closed,Hills,fixed long segments,32.0,69619.06576192011,97,92,66892.75049291366,72412.42041078367
paragliders,closed,Hills,fixed long segments,37.0,92201.82997744845,97,92,88629.53317714717,95813.41513994559
paragliders,closed,Hills,fixed long segments,41.0,111756.34052835051,97,92,107428.78933241306,116193.40608555585
paragliders,closed,Hills,fixed long segments,46.0,141541.5384181701,97,92,135832.63080245833,147303.61884171978
paragliders,closed,Hills,fixed long segments,52.0,174402.20352770618,97,92,167172.5805642833,181692.01623671534
paragliders,closed,Hills,fixed long segments,59.0,226539.64465206186,97,92,217370.44161137484,235913.2798951692
paragliders,closed,Hills,fixed long segments,67.0,284423.76659149484,97,92,272872.87143322575,296074.75551820383
paragliders,closed,Hills,fixed long segments,75.0,354428.45038659795,97,92,340031.6223361269,369164.43700561207
paragliders,closed,Hills,fixed long segments,85.0,438674.88273195876,97,92,419931.26493009867,457970.90469888673
paragliders,closed,Hills,fixed long segments,95.0,550207.9149484537,97,92,527309.8256632446,574054.9713265598
paragliders,closed,Hills,fixed long segments,107.0,680816.8527706185,97,92,652067.6865382339,710550.5948796051
paragliders,closed,Hills,fixed long segments,121.0,847943.5673324743,97,92,811199.9588701924,886246.7326869929
paragliders,closed,Hills,fixed long segments,137.0,1069122.467783505,97,92,1022723.034921875,1118047.504333242
paragliders,closed,Hills,fixed long segments,154.0,1323431.6707474226,97,92,1264098.5424369748,1386049.7869578323
paragliders,closed,Hills,fixed long segments,174.0,1656149.6862113401,97,92,1579756.2678682883,1736133.2785922897
paragliders,closed,Hills,fixed long segments,196.0,2057006.9130154639,97,92,1959994.9608200572,2156873.5459393263
paragliders,closed,Hills,fixed long segments,221.0,2544903.430412371,97,92,2423045.6556098093,2671601.925172095
paragliders,closed,Hills,fixed long segments,249.0,3159556.3286082475,97,92,3006985.2129603797,3318940.104586286
paragliders,closed,Hills,fixed long segments,281.0,3908080.717783505,97,92,3716351.8867885047,4111322.978061383
paragliders,closed,Hills,fixed long segments,316.0,4821193.06185567,97,92,4580475.385471698,5078068.240515627
paragliders,closed,Hills,fixed long segments,357.0,5967889.012886598,97,92,5668735.144088172,6295116.86053964
paragliders,closed,Hills,fixed long segments,402.0,7338515.304123712,97,92,6963253.051355783,7748564.013775891
paragliders,closed,Hills,fixed long segments,453.0,9057351.456185566,97,92,8580519.646379951,9576251.25430004
paragliders,closed,Hills,fixed long segments,511.0,11164194.902061855,97,92,10562951.116950916,11822573.257752521
paragliders,closed,Hills,fixed long segments,576.0,13753256.62886598,97,92,12993751.981701445,14581794.4734375
paragliders,closed,Hills,fixed long segments,649.0,16909108.974226803,97,92,15955239.017438956,17957923.934001196
paragliders,closed,Hills,fixed long segments,732.0,20808276.60824742,97,92,19601520.534102976,22112145.323004514
paragliders,closed,Hills,fixed long segments,825.0,25593818.3814433,97,92,24072877.1608444,27234905.58824791
paragliders,closed,Hills,fixed long segments,931.0,31556615.11340206,97,92,29643037.326639768,33597213.0864477
paragliders,closed,Hills,fixed long segments,1049.0,38791140.35051546,97,92,36388749.27024287,41378261.16424457
paragliders,closed,Hills,fixed long segments,1183.0,47724548.185567014,97,92,44703850.240181416,50937380.17736895
paragliders,closed,Hills,fixed long segments,1334.0,58663371.2371134,97,92,54873122.5160143,62708398.30966059
paragliders,closed,Hills,fixed long segments,1504.0,72072867.93814433,97,92,67330995.20725124,77177407.92428571
paragliders,closed,Hills,fixed long segments,1695.0,88479026.08247423,97,92,82677703.89401107,94894151.42895132
paragliders,closed,Hills,fixed long segments,1911.0,108483471.58762887,97,92,101336618.93723775,116523886.77494553
paragliders,closed,Hills,fixed long segments,2155.0,133015099.7113402,97,92,124058082.86346154,143116475.24497893
paragliders,closed,Hills,fixed long segments,2429.0,162512491.7525773,97,92,151113918.0125,175068626.5855192
paragliders,closed,Hills,fixed long segments,2739.0,198143114.88659793,97,92,184203015.17803922,213713433.19704083
paragliders,closed,Hills,fixed long segments,3088.0,240541360.41237113,97,92,223192961.27458647,260047285.41644815
paragliders,closed,Hills,fixed long segments,3481.0,290479638.92783505,97,92,269094739.09867716,314294608.2501017
paragliders,closed,Hills,fixed long segments,3925.0,348915836.53608245,97,92,322409390.78410864,378191351.6443309
paragliders,closed,Hills,fixed long segments,4425.0,415612878.5979381,97,92,382940664.37523603,451509658.2208836
paragliders,closed,Hills,fixed long segments,4989.0,489948144.3298969,97,92,450162821.183383,533732722.51225513
paragliders,closed,Hills,fixed long segments,5624.0,570389465.9793814,97,92,522221400.99248564,622914216.0410489
paragliders,closed,Hills,fixed long segments,6341.0,654782783.9175258,97,92,596846121.7078788,717956421.8215115
paragliders,closed,Hills,fixed long segments,7149.0,738987572.2061856,97,92,669171180.9287556,814083001.0487864
paragliders,closed,Hills,fixed long segments,8059.0,817353198.4329897,97,92,734782386.0222391,908659661.7812064
paragliders,closed,Hills,fixed long segments,9086.0,881005935.8350515,97,92,785154051.2356589,987679647.9020697
paragliders,closed,Hills,fixed long segments,10000.0,915601554.3092784,97,92,811121605.9554254,1033127067.4924923
paragliders,closed,Low mountains,available segments,10.0,7435.46859394009,50277,27676,7414.969030270143,7455.942996728203
paragliders,closed,Low mountains,available segments,11.0,8973.054714096103,50277,27676,8948.25419547554,8997.863231459402
paragliders,closed,Low mountains,available segments,12.0,10026.789223768672,50277,27676,9995.703921126118,10057.984949450805
paragliders,closed,Low mountains,available segments,14.0,13794.536676954793,50277,27676,13754.698142504216,13833.779941716732
paragliders,closed,Low mountains,available segments,16.0,17069.316873377396,50277,27676,17019.255303824088,17118.45925987765
paragliders,closed,Low mountains,available segments,18.0,21602.521678449633,50277,27676,21537.737729567794,21668.051281056014
paragliders,closed,Low mountains,available segments,20.0,25485.988096269648,50277,27676,25405.24114905055,25563.91299344821
paragliders,closed,Low mountains,available segments,23.0,33399.20747568596,50277,27676,33292.19149690002,33505.41274842486
paragliders,closed,Low mountains,available segments,25.0,37132.89629933491,50277,27676,37002.99188341951,37261.38773221088
paragliders,closed,Low mountains,available segments,29.0,49985.694759841695,50277,27676,49808.9804520669,50154.36842053022
paragliders,closed,Low mountains,available segments,32.0,58692.33050542578,50277,27676,58476.63884109825,58894.527119579754
paragliders,closed,Low mountains,available segments,37.0,76376.53176791404,50277,27676,76093.2284964648,76650.52938146514
paragliders,closed,Low mountains,available segments,41.0,92801.40724433599,50277,27676,92449.38682551196,93136.52657238978
paragliders,closed,Low mountains,available segments,46.0,115397.85240919441,50277,27676,114959.150995814,115831.85868492321
paragliders,closed,Low mountains,available segments,52.0,142867.653008085,50274,27673,142290.6308614468,143431.23958532457
paragliders,closed,Low mountains,available segments,59.0,183867.57001570053,50273,27672,183122.6398538329,184587.05211047395
paragliders,closed,Low mountains,available segments,67.0,229362.29541995242,50271,27672,228393.63048605216,230313.9382498618
paragliders,closed,Low mountains,available segments,75.0,284254.71733831445,50270,27672,283025.56708105624,285437.145939081
paragliders,closed,Low mountains,available segments,85.0,353241.47218775755,50267,27672,351602.02224833437,354753.01636227325
paragliders,closed,Low mountains,available segments,95.0,437764.7608890508,50263,27670,435734.11591147736,439668.8417907867
paragliders,closed,Low mountains,available segments,107.0,540369.4701806088,50261,27670,537772.3385348984,542803.3932791243
paragliders,closed,Low mountains,available segments,121.0,671930.623752122,50256,27667,668560.0168204383,675068.7950290808
paragliders,closed,Low mountains,available segments,137.0,842370.0004939187,50251,27666,838020.479593624,846380.0368173877
paragliders,closed,Low mountains,available segments,154.0,1040387.7849839478,50245,27665,1034904.6880928904,1045453.5134458991
paragliders,closed,Low mountains,available segments,174.0,1295385.2003485868,50238,27662,1288318.2463113305,1301825.71350455
paragliders,closed,Low mountains,available segments,196.0,1598246.943818463,50235,27661,1589301.2455097772,1606443.2951990762
paragliders,closed,Low mountains,available segments,221.0,1973200.1517498014,50225,27657,1961916.301487667,1983607.2775511134
paragliders,closed,Low mountains,available segments,249.0,2434875.517272223,50217,27653,2420448.9681127723,2447983.1887593493
paragliders,closed,Low mountains,available segments,281.0,2999031.9871070688,50211,27650,2980908.7119831564,3015798.568054628
paragliders,closed,Low mountains,available segments,316.0,3674473.014850722,50203,27644,3651693.840791028,3695718.16454849
paragliders,closed,Low mountains,available segments,357.0,4523126.544065877,50191,27641,4494277.050878846,4550347.238087396
