group,lag_s,flights,point,low,high
beginners_alt0,320,703,5861981.557119393,5689647.185685633,6036853.500033263
beginners_alt0,390,703,8453752.33450388,8196461.0769454865,8711029.293806927
beginners_alt0,470,703,11936292.155956993,11564776.534403382,12310983.651864912
beginners_alt0,580,703,17617573.96469157,17049852.740524627,18187289.314343248
beginners_alt0,710,703,25654707.971079625,24796283.3697209,26501290.71207428
beginners_alt0,870,703,37509371.67867018,36227121.979057744,38766686.22020258
beginners_alt0,1000,703,48733585.94693288,47021647.77541988,50397363.81937477
beginners_alt0,1070,703,55366466.94511111,53394882.79815071,57280097.02243648
beginners_alt0,1310,703,81236032.64856452,78210669.99859197,84146375.02248332
beginners_alt0,1610,703,120381757.21963179,115751194.1338414,124790068.17725141
beginners_alt0,1970,703,177299167.12558568,170438038.31803864,183993502.26487815
beginners_alt0,2410,703,261475288.6646504,251251873.24386725,271627883.55946505
beginners_alt0,2960,703,389096771.72886497,373707534.8978225,404661048.8494451
beginners_alt0,3620,703,574715964.5608935,551587243.1691855,598262430.9899377
beginners_alt0,4440,703,853460014.0976497,818492636.8865854,889088825.7243953
beginners_alt0,5440,703,1262571149.104005,1209105491.7262166,1316734789.6163633
beginners_alt0,6660,703,1861131429.6506424,1780024672.6510084,1943173865.1305006
beginners_alt0,8160,703,2735216821.079127,2612173738.668535,2859564951.6230965
beginners_alt0,10000,703,3991524889.5567107,3804572992.2034264,4185876582.8436594
beginners_alt1,10,1215,9093.178602530914,8953.623848987141,9225.263401825894
beginners_alt1,20,1215,30129.823388881214,29610.146479123552,30629.024287499327
beginners_alt1,30,1215,62978.25749772299,61838.60188695741,64056.080936890074
beginners_alt1,40,1215,107690.96270098539,105656.55513862032,109618.63824657832
beginners_alt1,50,1215,163612.66375217252,160441.2102315649,166640.24863436344
beginners_alt1,60,1215,230405.04922312347,225823.72535764624,234774.865828559
beginners_alt1,80,1215,395523.48610326124,387391.04740509676,403265.9903058628
beginners_alt1,90,1215,493320.7438148768,483052.31331864273,503105.74863862636
beginners_alt1,100,1215,600985.019894411,588333.5547915942,613079.6076359189
beginners_alt1,110,1215,718305.1572406401,703026.9126178571,732956.1303261844
beginners_alt1,140,1215,1126342.0112314208,1101636.762723155,1150069.9270957452
beginners_alt1,170,1215,1615112.2830262438,1578666.600172129,1650220.4736397231
beginners_alt1,210,1215,2386027.611364917,2330050.7266582963,2440217.202291298
beginners_alt1,260,1215,3531409.214587074,3445608.5002419986,3614323.2639859277
beginners_alt1,320,1215,5158997.751688225,5028597.228240075,5284675.413094784
beginners_alt1,390,1215,7391447.15372081,7197571.788752481,7576272.215663965
beginners_alt1,470,1215,10366493.945032196,10084800.15493239,10635605.364001628
beginners_alt1,580,1215,15174978.652401036,14749299.525913553,15584117.24226418
beginners_alt1,710,1215,21907990.10839098,21274728.061364066,22525068.75505662
beginners_alt1,870,1215,31730867.203957804,30779328.476293176,32672082.47331863
beginners_alt1,1000,1215,40946166.50626008,39682594.30523164,42184713.88093866
beginners_alt1,1070,1215,46363590.06656553,44911339.38353625,47779915.81941618
beginners_alt1,1310,1215,67323668.32470784,65119634.70479288,69461896.26867068
beginners_alt1,1610,1215,98631360.5643944,95223560.83691284,101890615.98120901
beginners_alt1,1970,1215,143529952.21378863,138402129.63029408,148457034.52939373
beginners_alt1,2410,1215,208969008.9188205,201276169.1916142,216413144.99678
beginners_alt1,2960,1215,306579774.5973548,294871149.9094057,317934423.9790912
beginners_alt1,3620,1215,445619976.0252871,427899437.24288416,462629438.56272423
beginners_alt1,4440,1215,650061207.7394363,622560297.7881898,675773351.5724362
beginners_alt1,5440,1215,944167833.9446124,902535826.249842,983550118.4018248
beginners_alt1,6660,1215,1364223648.3889177,1300788483.4633079,1422382272.194565
beginners_alt1,8160,1215,1962657250.5717597,1864902184.6655052,2054216914.7332332
beginners_alt1,10000,1215,2809918943.295446,2660138787.681951,2947179399.775694
beginners_alt2,10,13757,7871.849807564347,7845.635449624215,7898.504319036914
beginners_alt2,20,13757,26586.749524961866,26485.896276407588,26688.53236214754
beginners_alt2,30,13757,55766.78016498975,55534.12105941877,56002.26757589211
beginners_alt2,40,13757,95054.33408527331,94631.93716388122,95474.52949493342
beginners_alt2,50,13757,143928.27577662564,143262.6741233668,144593.20576235786
beginners_alt2,60,13757,202061.0217670746,201092.39210699053,203032.85629525714
beginners_alt2,80,13757,344911.664938999,343163.86659656605,346644.59214994794
beginners_alt2,90,13757,429104.73620421183,426886.67499765794,431304.74369329505
beginners_alt2,100,13757,521493.12780127075,518745.1844235732,524201.2085534964
beginners_alt2,110,13757,621860.2141638177,618530.0607473631,625132.5612997862
beginners_alt2,140,13757,968903.2111253036,963480.5101408126,974248.0950932747
beginners_alt2,170,13757,1381265.851016955,1373226.5115846766,1389253.9249623937
beginners_alt2,210,13757,2025870.6281110288,2013456.1096509236,2038023.126436076
beginners_alt2,260,13757,2973331.798077349,2954062.6014393694,2991920.2525304994
beginners_alt2,320,13757,4302559.290670777,4273419.695793325,4330452.398755995
beginners_alt2,390,13757,6098562.77216537,6055599.532625913,6139382.351757016
beginners_alt2,470,13757,8451103.151277097,8389896.250451911,8509373.930045048
beginners_alt2,580,13757,12169720.635487821,12078341.046156665,12258618.35068981
beginners_alt2,710,13757,17231735.25153215,17094877.344481397,17363627.049057685
beginners_alt2,870,13757,24375349.240543664,24175167.37992197,24572527.207867887
beginners_alt2,1000,13757,30867033.49879028,30607492.063833408,31129158.394421123
beginners_alt2,1070,13757,34602888.01062694,34307395.796910524,34902008.16945349
beginners_alt2,1310,13757,48605471.453545146,48170421.93371642,49038658.0415324
beginners_alt2,1610,13757,68496226.85618447,67852334.03405361,69132747.84019579
beginners_alt2,1970,13757,95475013.46475658,94507136.12363636,96427569.30209993
beginners_alt2,2410,13757,132340149.66531387,130937400.0564455,133779545.80268317
beginners_alt2,2960,13757,183231942.9058772,181144758.60974395,185405360.28905773
beginners_alt2,3620,13757,249546897.3878308,246422685.0891634,252811802.21046034
beginners_alt2,4440,13757,336470281.12016255,331867114.68584263,341280310.4627122
beginners_alt2,5440,13757,443012016.856654,435997079.91678554,449990309.192183
beginners_alt2,6660,13757,564017129.6657896,553844494.5272211,574202541.8706168
beginners_alt2,8160,13757,687981923.6773245,672697275.2902938,702679994.1008561
beginners_alt2,10000,13757,798334784.1615436,775495008.1403581,819217121.7300111
beginners_alt3,10,11934,8337.35487067519,8311.307927268515,8363.706307187616
beginners_alt3,20,11934,28387.76748068009,28285.31446633132,28489.352099143733
beginners_alt3,30,11934,59888.29590699825,59656.211879442344,60128.23532040135
beginners_alt3,40,11934,102449.02800437798,102028.49850746908,102880.77514028687
beginners_alt3,50,11934,155536.48140540073,154872.3654652102,156221.9248081085
beginners_alt3,60,11934,218810.0528503948,217850.6587901234,219803.84641878208
beginners_alt3,80,11934,374649.8207357222,372912.3301596994,376434.895546794
beginners_alt3,90,11934,466648.28183681855,464436.4356148786,468933.513945749
beginners_alt3,100,11934,567693.0210557067,564971.367629465,570521.0456463767
beginners_alt3,110,11934,677553.6793306504,674267.6744871797,680977.9329257971
beginners_alt3,140,11934,1057918.9674018174,1052647.4819004964,1063565.865962026
beginners_alt3,170,11934,1510539.3493741516,1502816.116459321,1518959.2613530308
beginners_alt3,210,11934,2218945.3676173887,2207144.9947947767,2231602.316421279
beginners_alt3,260,11934,3261141.4366788934,3243111.7191807018,3280513.691516493
beginners_alt3,320,11934,4724188.230024339,4697352.857553872,4753098.971449667
beginners_alt3,390,11934,6701943.180271435,6662569.916942788,6745236.960777328
beginners_alt3,470,11934,9294120.011260387,9236821.89091061,9357832.277960949
beginners_alt3,580,11934,13396494.758340493,13309807.819174355,13491834.005147731
beginners_alt3,710,11934,18993970.321765065,18865414.576442443,19137201.728264693
beginners_alt3,870,11934,26924721.520186905,26732152.8919108,27137502.60654099
beginners_alt3,1000,11934,34168137.85842347,33912659.76098263,34447071.95941873
beginners_alt3,1070,11934,38352612.05038895,38056819.461359546,38673575.11265123
beginners_alt3,1310,11934,54136987.05922424,53695685.53900296,54612491.65522838
beginners_alt3,1610,11934,76801185.40187871,76136306.50248335,77510245.56502153
beginners_alt3,1970,11934,107916142.33925967,106930126.65018043,108970290.07322527
beginners_alt3,2410,11934,151082602.11032414,149612645.0240654,152636927.31409875
beginners_alt3,2960,11934,211734774.36791813,209586492.4305709,214052683.00394925
beginners_alt3,3620,11934,292089772.1166396,288863346.7634737,295499383.2474763
beginners_alt3,4440,11934,399474044.8531948,394719875.1728662,404544734.3233924
beginners_alt3,5440,11934,535292875.82429147,528176840.72258687,542539696.7357258
beginners_alt3,6660,11934,697404891.4167371,686772291.3750975,707809859.768531
beginners_alt3,8160,11934,872685959.7311999,856778445.7914664,887837462.5955166
beginners_alt3,10000,11934,1028519458.1378037,1005035791.4328558,1050357536.4523063
experts,10,16497,9898.482278508814,9857.550577985467,9942.546283817988
experts,20,16497,34345.48529523553,34186.39010337351,34511.65667122258
experts,30,16497,73376.4366500969,73025.97191899581,73746.99030070167
experts,40,16497,126405.64178597566,125782.44594290701,127064.72983479821
experts,50,16497,192848.4185282652,191874.93108755624,193882.2318082808
experts,60,16497,272306.6861449299,270908.70614840195,273801.01633084385
experts,80,16497,468776.44418896467,466294.6907288178,471434.95307828404
experts,90,16497,585127.859171592,581982.5790796883,588467.1153163031
experts,100,16497,713157.4011617898,709277.9739286307,717288.9149081713
experts,110,16497,852591.3018425655,847901.8875788804,857583.8318954401
experts,140,16497,1336859.2911168905,1329290.1637350789,1344873.8290782385
experts,170,16497,1915491.1351769606,1904459.634504607,1927200.8875884956
experts,210,16497,2825172.4567253813,2808226.084019412,2842860.4067890113
experts,260,16497,4171000.338662319,4145208.2587613347,4197776.962400851
experts,320,16497,6073127.47395034,6034444.8948929,6113808.482382847
experts,390,16497,8664896.670870952,8607984.088776337,8724979.463616127
experts,470,16497,12092624.679967491,12010984.908063097,12180376.608638674
experts,580,16497,17577866.213712364,17454427.88948218,17711761.280793823
experts,710,16497,25161727.373050775,24977381.629400827,25363403.66470806
experts,870,16497,36062540.29638947,35786411.20958869,36361371.99241004
experts,1000,16497,46143269.84651195,45782255.190057606,46537551.28618519
experts,1070,16497,52012007.13087888,51600642.68659939,52462525.67102053
experts,1310,16497,74394478.68034416,73774609.85816193,75075245.9571543
experts,1610,16497,107076401.30978574,106133804.52164245,108123979.08377804
experts,1970,16497,152752501.12847698,151319247.65235934,154322791.61738423
experts,2410,16497,217369079.82093343,215192449.25369686,219731409.56033722
experts,2960,16497,310291759.54105353,306980561.31213546,313903233.51750046
experts,3620,16497,437103124.23224986,432109432.6877713,442497289.07554656
experts,4440,16497,613288782.353692,605495635.1388882,621687519.760611
experts,5440,16497,848276061.7230719,836376738.434649,861256751.7435213
experts,6660,16497,1152261558.3140876,1133483248.6302023,1171985879.4180484
experts,8160,16497,1532683458.2968528,1503292107.966151,1563769491.3989367
experts,10000,16497,1987056652.9334052,1942373021.4890497,2034493712.2842066
experts_mountains,10,14038,9620.013507398979,9586.6259622695,9656.690308354959
experts_mountains,20,14038,33477.455695061035,33351.70240495764,33614.32015769232
experts_mountains,30,14038,71586.67231406737,71300.608553798,71901.81398048234
experts_mountains,40,14038,123280.20977831788,122774.87953476683,123844.07005532818
experts_mountains,50,14038,188003.9943744161,187207.01252274436,188889.9332433409
experts_mountains,60,14038,265350.44138935005,264203.54359857435,266627.5811733729
experts_mountains,80,14038,456397.7560416158,454338.55593202077,458670.1945846381
experts_mountains,90,14038,569427.1454764297,566828.589027862,572287.8584520463
experts_mountains,100,14038,693718.6541028628,690505.4970679333,697218.5611862299
experts_mountains,110,14038,828994.9385758545,825117.4451718229,833217.3559287242
experts_mountains,140,14038,1298218.2578402518,1292042.20741196,1305012.6836674444
experts_mountains,170,14038,1857830.3787669644,1848833.4871478584,1867854.1747477916
experts_mountains,210,14038,2735735.9283649484,2722160.084932445,2750897.5760381212
experts_mountains,260,14038,4031095.433019982,4010408.1653099502,4054196.8139452613
experts_mountains,320,14038,5856090.081608135,5825452.176214439,5890869.1065349765
experts_mountains,390,14038,8333747.687619799,8288740.142047094,8384853.911044294
experts_mountains,470,14038,11597388.627966119,11532945.894247953,11670817.252328767
experts_mountains,580,14038,16794478.24907402,16696720.726698274,16904762.879241943
experts_mountains,710,14038,23938280.70519739,23791863.66300034,24099937.156124502
experts_mountains,870,14038,34139343.12033402,33924575.97266438,34378460.1021069
experts_mountains,1000,14038,43515911.06605852,43235350.4796132,43831456.00958642
experts_mountains,1070,14038,48953208.884919435,48633542.20767372,49313205.6522763
experts_mountains,1310,14038,69568867.66207418,69088985.81842107,70110999.15320015
experts_mountains,1610,14038,99389751.02915652,98674473.3903817,100201321.88368028
experts_mountains,1970,14038,140615753.71975023,139559748.46456012,141823990.6360437
experts_mountains,2410,14038,198189287.1778455,196604755.94652635,199994221.5117812
experts_mountains,2960,14038,279668565.55216783,277283626.2387494,282393227.360225
experts_mountains,3620,14038,388597631.7008375,385020656.5929983,392737035.86119676
experts_mountains,4440,14038,535789557.5576732,530330496.73563474,542062215.6378893
experts_mountains,5440,14038,724425398.2102766,716390677.3179145,733817507.555403
experts_mountains,6660,14038,954071331.3576626,941672411.4391173,968117582.4970608
experts_mountains,8160,14038,1214454077.1343503,1196236457.526495,1235870789.2971187
experts_mountains,10000,14038,1477564817.8325706,1451108024.3729692,1509837645.2474284
experts_lowlands,10,2459,11488.211684299751,11316.647101972441,11659.226253124254
experts_lowlands,20,2459,39300.914139176224,38626.9904307623,39982.41437652641
experts_lowlands,30,2459,83593.88754443602,82078.22101710767,85129.03079422105
experts_lowlands,40,2459,144248.18530915564,141564.05225956015,146963.26296684894
experts_lowlands,50,2459,220504.38691855795,216316.17166047398,224715.11153888138
experts_lowlands,60,2459,312018.6682021945,306008.87216839223,318086.3504194744
experts_lowlands,80,2459,539444.2051537763,528758.1754718061,550221.3879241316
experts_lowlands,90,2459,674760.4817224997,661258.3421399966,688366.869730626
experts_lowlands,100,2459,824129.801004479,807516.5547976404,840873.7128246637
experts_lowlands,110,2459,987298.803891399,967200.4674499867,1007495.1066293765
experts_lowlands,140,2459,1557454.1773053268,1524680.8776073707,1589900.293429493
experts_lowlands,170,2459,2244666.2870612787,2196333.0995902093,2292372.2353582564
experts_lowlands,210,2459,3335749.9211920765,3261877.472559925,3408547.7796028447
experts_lowlands,260,2459,4969692.923211771,4856625.058567822,5081851.274202434
experts_lowlands,320,2459,7312155.905711221,7140388.953326392,7483506.301457226
experts_lowlands,390,2459,10555368.174278775,10298540.05034097,10809347.118637815
experts_lowlands,470,2459,14919840.49859113,14544686.743077772,15290064.310370622
experts_lowlands,580,2459,22050090.79589723,21474288.174661376,22611532.460280146
experts_lowlands,710,2459,32146169.960820314,31277263.93051661,32990015.62347211
experts_lowlands,870,2459,47041735.88706289,45728060.719306536,48319918.31141432
experts_lowlands,1000,2459,61142400.61511922,59393024.2546976,62842374.45118411
experts_lowlands,1070,2459,69474150.18772228,67463905.65922064,71431739.27985005
experts_lowlands,1310,2459,101943046.17707735,98911873.66718306,104883653.67868839
experts_lowlands,1610,2459,150958140.48809978,146311461.9313627,155450158.39395618
experts_lowlands,1970,2459,222039064.82253635,215055598.06505024,228796593.65589195
experts_lowlands,2410,2459,326863154.29172295,316268181.43491215,337003878.4860595
experts_lowlands,2960,2459,485114206.55852324,468935033.90702665,500512425.09611195
experts_lowlands,3620,2459,714012479.3180422,689540466.9670533,737433773.8639007
experts_lowlands,4440,2459,1055718273.0761448,1018369107.418858,1091217597.3464763
experts_lowlands,5440,2459,1555317791.854264,1498088214.9985008,1609571581.1806428
experts_lowlands,6660,2459,2283694826.315034,2196858199.5361867,2367317575.9338703
experts_lowlands,8160,2459,3349399217.8573637,3218116765.1232743,3477959935.0141068
experts_lowlands,10000,2459,4895656238.596472,4699478586.914747,5085781264.1038265
experts_alt0,10,955,12355.231587917135,12116.580652167046,12595.511621506912
experts_alt0,20,955,42400.053335042496,41443.28008774473,43355.372116861894
experts_alt0,30,955,90259.50573394791,88089.04591014642,92462.67714340483
experts_alt0,40,955,155985.1783114273,152102.11588183496,159928.13993448226
experts_alt0,50,955,238802.4537207235,232699.94558258698,244930.9661713216
experts_alt0,60,955,338389.37589651014,329569.76057625684,347222.37931652647
experts_alt0,80,955,586522.0515882737,570793.0921599803,602192.8155147845
experts_alt0,90,955,734522.7688713493,714602.8573115324,754338.8945652988
experts_alt0,100,955,898158.9467188041,873598.2466993738,922580.2138662463
experts_alt0,110,955,1077178.5246359787,1047472.650291366,1106675.8640176898
experts_alt0,140,955,1704499.8964169743,1656546.3897989248,1752259.5169467514
experts_alt0,170,955,2463504.9896593555,2392884.560236317,2533882.303924137
experts_alt0,210,955,3673374.4340023436,3566426.4265041323,3780216.153851186
experts_alt0,260,955,5493230.470434047,5329284.506287835,5655908.549186892
experts_alt0,320,955,8114206.12320014,7865436.432532243,8359223.474733729
experts_alt0,390,955,11759911.736530442,11390567.37198438,12123734.361359555
experts_alt0,470,955,16688566.629118582,16151584.77561571,17216806.662640285
experts_alt0,580,955,24779875.321577303,23962703.473248888,25586740.298622265
experts_alt0,710,955,36299553.600507304,35084041.3989971,37503142.325036675
experts_alt0,870,955,53388718.09842507,51578202.87911704,55187263.88401342
experts_alt0,1000,955,69640722.20479679,67258462.6837759,72021888.13697596
experts_alt0,1070,955,79272482.03871737,76552270.7052995,81995036.17975181
experts_alt0,1310,955,116974689.28004336,112914035.83389397,121053954.96247421
experts_alt0,1610,955,174291571.01488706,168173330.56131816,180485730.54744068
experts_alt0,1970,955,258056680.17832908,248882911.67553246,267343028.2713551
experts_alt0,2410,955,382524356.29979634,368618513.1122775,396327018.946409
experts_alt0,2960,955,572022966.0725061,551241078.8293622,592981990.5049883
experts_alt0,3620,955,848953398.0365791,817505164.2447059,880871679.8249377
experts_alt0,4440,955,1267041147.2555401,1218738197.5619843,1314888968.6899054
experts_alt0,5440,955,1885896337.6985784,1811584323.385449,1958203871.8526056
experts_alt0,6660,955,2798721763.714418,2684533301.990239,2908019601.844982
experts_alt0,8160,955,4147876312.9940424,3972799221.6486597,4315258526.970261
experts_alt0,10000,955,6123037788.968171,5859684789.773906,6372619037.975497
experts_alt1,10,1504,10937.677104542703,10744.936722941375,11141.535559442722
experts_alt1,20,1504,37333.04317371593,36576.360026299044,38146.86510533734
experts_alt1,30,1504,79361.39727117548,77670.7161906987,81200.8017295286
experts_alt1,40,1504,136795.5069067823,133802.41032002243,140077.91916556316
experts_alt1,50,1504,208885.6011498956,204237.2853888787,214025.74122317068
experts_alt1,60,1504,295273.9701649131,288578.28763469745,302631.9767432891
experts_alt1,80,1504,509551.0247382543,497610.4556080108,522670.2652439953
experts_alt1,90,1504,636813.0188055094,621724.199798568,653499.2234455725
experts_alt1,100,1504,777123.2623361406,758539.9511288542,797802.3362320602
experts_alt1,110,1504,930227.5716366947,907767.7133107146,955330.4660125151
experts_alt1,140,1504,1464084.0564598318,1428000.1004677545,1505016.4406944518
experts_alt1,170,1504,2105709.531089761,2052427.1541600728,2166307.3559461036
experts_alt1,210,1504,3121367.334932906,3040347.66408138,3213918.244154055
experts_alt1,260,1504,4637260.504596557,4511986.869701077,4778959.347100411
experts_alt1,320,1504,6802875.348728579,6612162.206180201,7016770.520009687
experts_alt1,390,1504,9790515.047982024,9506960.201363886,10106360.230615448
experts_alt1,470,1504,13796746.44629479,13385380.973441003,14256333.075340362
experts_alt1,580,1504,20316750.222742617,19690875.783823896,21012549.66964118
experts_alt1,710,1504,29508881.811949845,28568809.949465785,30557773.514326204
experts_alt1,870,1504,43011570.98556633,41593424.56053869,44596299.85828303
experts_alt1,1000,1504,55746192.42486532,53871915.586146995,57845420.8287652
experts_alt1,1070,1504,63252470.05627237,61096662.96358831,65657291.65604946
experts_alt1,1310,1504,92398352.58443591,89154945.74080028,95994814.590866
experts_alt1,1610,1504,136142032.67355064,131187481.9465477,141572250.5566634
experts_alt1,1970,1504,199168836.98690942,191666963.16442522,207338816.93545786
experts_alt1,2410,1504,291519771.36771375,280293589.6311007,303912731.86067045
experts_alt1,2960,1504,429929455.67032236,412641553.47311944,448926661.26786095
experts_alt1,3620,1504,628328584.7859902,601900446.1305976,657141230.9491401
experts_alt1,4440,1504,921533868.261433,881024602.3132359,965572422.9177881
experts_alt1,5440,1504,1345409207.2257323,1284090498.1658087,1411503273.0932438
experts_alt1,6660,1504,1956666418.591358,1864953434.4324675,2057635057.067914
experts_alt1,8160,1504,2842387498.538529,2702060902.080228,2996314360.3582783
experts_alt1,10000,1504,4116301597.236797,3901680965.928662,4348277893.463831
experts_alt2,10,7390,9354.641034434633,9310.432845347974,9400.161946048307
experts_alt2,20,7390,32389.15709361699,32220.57885380626,32574.080510764867
experts_alt2,30,7390,69093.08524482047,68712.52723163112,69508.15414016065
experts_alt2,40,7390,118836.6099221706,118156.17227624464,119579.98286418275
experts_alt2,50,7390,181064.2899421745,180000.91571529993,182226.76829171114
experts_alt2,60,7390,255382.97575134903,253856.046487098,257056.07066905824
experts_alt2,80,7390,438818.7091457901,436116.8162892975,441764.7028206231
experts_alt2,90,7390,547287.0072877822,543871.6850371239,551008.7974068816
experts_alt2,100,7390,666526.8224403992,662341.3659994107,671099.4207082755
experts_alt2,110,7390,796274.3969267097,791236.9120848317,801819.827820513
experts_alt2,140,7390,1246142.5194095462,1238065.1025350452,1254957.2690186235
experts_alt2,170,7390,1782454.999046325,1770493.338431708,1795386.2994000108
experts_alt2,210,7390,2623578.959457076,2605706.046062728,2643190.7234284226
experts_alt2,260,7390,3864520.781513739,3837204.684330053,3894157.6583704893
experts_alt2,320,7390,5612978.148977461,5571646.90360928,5657073.28624405
experts_alt2,390,7390,7987170.240434596,7924784.602140402,8051776.307785676
experts_alt2,470,7390,11115224.80653478,11025293.206650669,11208676.084699627
experts_alt2,580,7390,16096995.636083711,15962382.878930211,16236824.619361514
experts_alt2,710,7390,22943258.463954665,22743626.601485603,23150581.90359021
experts_alt2,870,7390,32712170.063299708,32420066.104111955,33023649.076798595
experts_alt2,1000,7390,41680319.693428785,41300369.50796663,42087323.895857364
experts_alt2,1070,7390,46875463.536096066,46442392.81141894,47340415.320617
experts_alt2,1310,7390,66537895.74775542,65899321.66756992,67230353.72796021
experts_alt2,1610,7390,94884756.21776868,93909960.57772206,95968973.10519087
experts_alt2,1970,7390,133911402.5736323,132450880.79391244,135500869.58228388
experts_alt2,2410,7390,188167776.57796395,186017601.93760484,190586812.4605346
experts_alt2,2960,7390,264621577.3321935,261424058.23873928,268228179.93816635
experts_alt2,3620,7390,366366794.9501069,361650432.4758807,371637179.8450649
experts_alt2,4440,7390,503027766.9663567,495875088.7886582,510961878.7143264
experts_alt2,5440,7390,676302397.2769597,665376006.976648,688111072.9334233
experts_alt2,6660,7390,884185679.3562411,867052645.815584,902667566.2765033
experts_alt2,8160,7390,1117786378.560621,1092595429.7364416,1145894296.931481
experts_alt2,10000,7390,1357018045.2955477,1318227807.3641455,1398411293.3020983
experts_alt3,10,6648,9915.004869493818,9868.856055496666,9965.305639721148
experts_alt3,20,6648,34687.22204052908,34496.22474252504,34886.56014007928
experts_alt3,30,6648,74358.57490758954,73911.18916161385,74812.64503327972
experts_alt3,40,6648,128219.77099025025,127416.70491727415,129027.39356961698
experts_alt3,50,6648,195718.25667198916,194457.95778321475,196978.1328241008
experts_alt3,60,6648,276430.4009358041,274610.41616980324,278238.74012038106
experts_alt3,80,6648,475938.8445735307,472721.9926671357,479125.9908948568
experts_alt3,90,6648,594038.4001716921,589949.6337951462,598054.1409523811
experts_alt3,100,6648,723945.434485772,718910.1392318313,728884.7057948086
experts_alt3,110,6648,865367.5021719915,859297.9769386734,871361.2036276546
experts_alt3,140,6648,1356106.3004098781,1346461.5282186088,1365800.967891195
experts_alt3,170,6648,1941618.5941904753,1927519.023341124,1955689.6521355624
experts_alt3,210,6648,2860411.018652131,2839217.7372504203,2881665.351051873
experts_alt3,260,6648,4216261.900323129,4184805.8222699906,4248345.524821568
experts_alt3,320,6648,6126336.348476453,6080206.749364343,6174208.388445116
experts_alt3,390,6648,8719007.515342167,8650937.982330188,8788897.801160246
experts_alt3,470,6648,12133367.96616986,12034031.361322282,12232820.229523886
experts_alt3,580,6648,17569808.650698546,17421404.43095375,17717773.504727926
experts_alt3,710,6648,25044359.881308123,24823899.706933443,25266357.935898945
experts_alt3,870,6648,35725806.55166415,35401853.676588245,36054934.98816474
experts_alt3,1000,6648,45556377.40837711,45120848.74633052,45993107.091805935
experts_alt3,1070,6648,51262856.617741905,50769066.0806119,51763977.04937281
experts_alt3,1310,6648,72938133.97477262,72203200.80061898,73690389.15939532
experts_alt3,1610,6648,104397559.641695,103304922.0689561,105513397.10981773
experts_alt3,1970,6648,148068394.35901377,146440291.9895179,149758158.19964504
experts_alt3,2410,6648,209329323.78030285,206907724.48747605,211838909.31959355
experts_alt3,2960,6648,296394985.9711833,292756442.6199204,300236317.96144897
experts_alt3,3620,6648,413309708.0528084,407903191.70647424,418867503.0876051
experts_alt3,4440,6648,572207973.9941702,564110681.5519912,580429419.2553406
experts_alt3,5440,6648,777919528.3091347,766170674.5718033,790023175.4755611
experts_alt3,6660,6648,1031757096.7443167,1014647434.5307643,1049624088.7891
experts_alt3,8160,6648,1321911100.6692286,1296614259.0277777,1349386436.2787201
experts_alt3,10000,6648,1611566118.8326688,1573840386.9274771,1650642275.618059
alps,10,32790,8558.33325643258,8536.126941253135,8579.96512923019
alps,20,32790,29603.984843747698,29517.578590753197,29690.873586588525
alps,30,32790,62828.451956773846,62630.11408487774,63032.759863523635
alps,40,32790,107724.07199848881,107363.11073860839,108092.09932393626
alps,50,32790,163784.73845323396,163216.13801698262,164369.65014593807
alps,60,32790,230659.91985363144,229831.26205295578,231506.1216753296
alps,80,32790,395563.8878384532,394106.3617181419,397070.70398043736
alps,90,32790,493019.32822994865,491176.43266533443,494929.698597567
alps,100,32790,600131.6209644584,597860.2257203278,602501.0364666566
alps,110,32790,716665.2292200056,713937.8651918294,719535.6417410113
alps,140,32790,1120659.704528018,1116185.2941928846,1125316.368400707
alps,170,32790,1602254.6975632214,1595686.033820369,1609102.763755452
alps,210,32790,2357506.2668076474,2347510.0888228933,2367891.622901703
alps,260,32790,3471421.1112480094,3456179.640564637,3487036.923588006
alps,320,32790,5039704.7620332595,5016830.103777537,5063052.25844174
alps,390,32790,7166204.487588505,7133008.233529099,7200607.451374947
alps,470,32790,9961647.877623845,9914384.958758578,10011022.866420688
alps,580,32790,14398505.058396257,14327080.724267934,14472507.755331941
alps,710,32790,20467649.657618865,20363105.099610817,20577068.784198344
alps,870,32790,29081351.710455466,28927447.94928824,29243078.705620937
alps,1000,32790,36952693.73959046,36751192.04458308,37166475.394983836
alps,1070,32790,41499646.48055848,41270894.23188003,41744231.88891802
alps,1310,32790,58643874.6562388,58305181.85934104,59008798.76195956
alps,1610,32790,83231859.60425283,82722525.29571012,83788198.82145932
alps,1970,32790,116928412.13890404,116175626.33121589,117749727.06847799
alps,2410,32790,163542895.51564825,162426323.4899363,164765381.63521162
alps,2960,32790,228812036.43792486,227156585.8801159,230612180.39147657
alps,3620,32790,315062978.1471006,312644937.45023346,317699405.7042508
alps,4440,32790,429926505.82539934,426385512.30187714,433793964.1807749
alps,5440,32790,573905180.8636094,568660426.068207,579586965.1052055
alps,6660,32790,742519960.5688839,734764840.1623442,750728168.4063047
alps,8160,32790,920054098.1391839,908664037.8388914,931848085.7325964
alps,10000,32790,1072812914.5260899,1056407371.99804,1089747646.3167882
pyrenees,10,2257,8670.590073303412,8591.584792715988,8747.744018615638
pyrenees,20,2257,28434.024330204687,28106.613400788192,28747.795043109494
pyrenees,30,2257,59778.72043902663,59031.442247396975,60511.10206067317
