discipline,altitude_band,control,lag_s,mean_m2,n_flights,n_clusters,pointwise_95_low_m2,pointwise_95_high_m2
hang gliders,Plains,fixed long segments,453.0,30566770.422222223,45,42,26587788.88000795,34193081.287214175
hang gliders,Plains,fixed long segments,511.0,37890978.155555554,45,42,32915495.28977824,42465509.80978261
hang gliders,Plains,fixed long segments,576.0,46651838.48888889,45,42,40443211.740168914,52450838.87142857
hang gliders,Plains,fixed long segments,649.0,57472434.4,45,42,49627777.56716646,64911167.76272503
hang gliders,Plains,fixed long segments,732.0,71217739.1111111,45,42,61352629.72504505,80703002.6959091
hang gliders,Plains,fixed long segments,825.0,88064251.55555555,45,42,75644805.30498645,100064545.67514284
hang gliders,Plains,fixed long segments,931.0,109731794.48888889,45,42,93975322.80715446,125301380.70166665
hang gliders,Plains,fixed long segments,1049.0,135892131.2,45,42,115960110.75687687,156099685.84363636
hang gliders,Plains,fixed long segments,1183.0,169523660.35555556,45,42,144023425.67196968,195581424.71199998
hang gliders,Plains,fixed long segments,1334.0,210927743.82222223,45,42,178611530.41026825,243780177.02391532
hang gliders,Plains,fixed long segments,1504.0,262814361.7777778,45,42,221652304.41326532,304854716.36999995
hang gliders,Plains,fixed long segments,1695.0,327453169.24444443,45,42,275307413.36078435,381160165.4678571
hang gliders,Plains,fixed long segments,1911.0,407557804.0888889,45,42,341663548.3198198,475877749.6455597
hang gliders,Plains,fixed long segments,2155.0,507399557.3333333,45,42,423238018.7422745,595720117.7803922
hang gliders,Plains,fixed long segments,2429.0,629673533.1555556,45,42,523399694.122807,741675077.0530496
hang gliders,Plains,fixed long segments,2739.0,782116113.7777778,45,42,646719236.9395745,925505338.0218798
hang gliders,Plains,fixed long segments,3088.0,967157865.9555556,45,42,797325334.1358731,1154074431.250817
hang gliders,Plains,fixed long segments,3481.0,1192298439.8222222,45,42,977254694.9210256,1432210990.027927
hang gliders,Plains,fixed long segments,3925.0,1466774778.3111112,45,42,1196157063.8222222,1777589059.1624413
hang gliders,Plains,fixed long segments,4425.0,1798205073.0666666,45,42,1455676674.4724228,2205520769.457143
hang gliders,Plains,fixed long segments,4989.0,2196919004.4444447,45,42,1757520145.8988154,2730614168.8848486
hang gliders,Plains,fixed long segments,5624.0,2675986973.866667,45,42,2101334835.3068361,3368123600.726034
hang gliders,Plains,fixed long segments,6341.0,3253381238.0444446,45,42,2516569927.408,4159342437.4637475
hang gliders,Plains,fixed long segments,7149.0,3943544076.8,45,42,2981406101.6270947,5147405521.396245
hang gliders,Plains,fixed long segments,8059.0,4760823879.111111,45,42,3494094801.475515,6339879305.367558
hang gliders,Plains,fixed long segments,9086.0,5730678491.0222225,45,42,4056251348.4871225,7789781796.624582
hang gliders,Plains,fixed long segments,10000.0,6624009755.0222225,45,42,4538020982.403077,9183733588.493568
hang gliders,Hills,available segments,10.0,22122.041315243456,426,370,20939.89063752261,23402.090594669604
hang gliders,Hills,available segments,11.0,26502.48992967963,426,370,25029.742580659677,28160.33335705675
hang gliders,Hills,available segments,12.0,28262.619212534195,426,370,26589.06692545891,30104.774908197058
hang gliders,Hills,available segments,14.0,41863.847632669036,426,370,39292.916851617214,44641.06828298472
hang gliders,Hills,available segments,16.0,52768.334530089596,426,370,49767.90031414921,55825.075688890276
hang gliders,Hills,available segments,18.0,68611.03131630563,426,370,64647.99036499073,72782.36722403823
hang gliders,Hills,available segments,20.0,77612.51263327105,426,370,73027.31207760674,82339.9088832026
hang gliders,Hills,available segments,23.0,102216.073107433,426,370,96083.17439570336,108956.17216575523
hang gliders,Hills,available segments,25.0,108149.97968049167,426,370,101424.93976069606,115529.50896726521
hang gliders,Hills,available segments,29.0,153047.99837082508,426,370,143657.0632487784,162826.89737330648
hang gliders,Hills,available segments,32.0,172055.77556571647,426,370,161281.32494195297,183644.3402370304
hang gliders,Hills,available segments,37.0,227879.58506518527,426,370,213580.45168356106,242895.49191594278
hang gliders,Hills,available segments,41.0,276509.9201060238,426,370,258816.81058312106,295137.820673915
hang gliders,Hills,available segments,46.0,349872.0566895092,426,370,327342.97672941786,373248.6272037135
hang gliders,Hills,available segments,52.0,422011.5503049204,426,370,394276.5159996638,451619.21171076834
hang gliders,Hills,available segments,59.0,560365.3273598235,426,370,523514.9595193598,599430.8230457188
hang gliders,Hills,available segments,67.0,690126.2575656583,426,370,643906.1268369673,738321.0115142346
hang gliders,Hills,available segments,75.0,868750.6892923624,426,370,809709.0192167752,930075.209360879
hang gliders,Hills,available segments,85.0,1057877.874294767,426,370,984670.4834873802,1135995.5254886118
hang gliders,Hills,available segments,95.0,1337416.945769352,426,370,1244010.5751738444,1435077.6977909335
hang gliders,Hills,available segments,107.0,1629874.3354774814,425,369,1515559.7914774995,1750188.0146586678
hang gliders,Hills,available segments,121.0,2019601.4645268563,425,369,1875580.951529996,2172028.656891667
hang gliders,Hills,available segments,137.0,2544265.963567414,425,369,2360381.061581764,2737999.074822745
hang gliders,Hills,available segments,154.0,3112898.673564813,424,368,2890093.5852669333,3355321.027779973
hang gliders,Hills,available segments,174.0,3885273.7790115797,424,368,3603041.777448542,4193971.927348659
hang gliders,Hills,available segments,196.0,4817223.424870843,423,367,4458806.153246137,5200563.698525384
hang gliders,Hills,available segments,221.0,5934940.315840649,423,367,5485314.2014694065,6417202.95901839
hang gliders,Hills,available segments,249.0,7354930.826534355,423,367,6786935.0783138815,7963697.373994134
hang gliders,Hills,available segments,281.0,9042485.421023535,423,367,8327442.980786752,9802826.52910679
hang gliders,Hills,available segments,316.0,11118250.200706692,423,367,10237341.55132969,12068471.72514378
hang gliders,Hills,available segments,357.0,13731013.273394048,422,367,12631947.685955176,14915128.706532402
hang gliders,Hills,available segments,402.0,16820366.07428604,422,367,15462874.398285203,18305468.626870807
hang gliders,Hills,available segments,453.0,20749717.923534583,422,367,19051321.306953393,22631012.99753075
hang gliders,Hills,available segments,511.0,25472518.953608606,422,367,23337194.382901642,27828254.08165141
hang gliders,Hills,available segments,576.0,31364789.758581717,422,367,28678097.545429263,34316772.56823609
hang gliders,Hills,available segments,649.0,38526824.0182572,422,367,35158666.63923728,42229992.7527459
hang gliders,Hills,available segments,732.0,47333054.360986464,422,367,43127607.17995761,51987793.2501334
hang gliders,Hills,available segments,825.0,58381705.030432776,421,366,53074247.051144294,64180633.807280526
hang gliders,Hills,available segments,931.0,71998249.78912643,420,365,65308347.38720205,79358762.4175622
hang gliders,Hills,available segments,1049.0,88812149.14237177,420,365,80343965.70494038,98081135.84103395
hang gliders,Hills,available segments,1183.0,109675641.71089768,420,365,98995812.19777991,121376554.13148725
hang gliders,Hills,available segments,1334.0,136374381.81131306,417,362,122902600.64336818,151236089.65471494
hang gliders,Hills,available segments,1504.0,170613561.23424706,410,355,153430264.46186596,189379628.31430814
hang gliders,Hills,available segments,1695.0,212806510.176799,403,349,190744901.1502225,236497397.39364728
hang gliders,Hills,available segments,1911.0,266311334.64268145,393,340,238031495.7771512,296654669.4428858
hang gliders,Hills,available segments,2155.0,340851558.4191347,377,329,304987333.06746775,379512612.84127825
hang gliders,Hills,available segments,2429.0,429103775.4682164,367,323,383615492.1855499,477505774.25852644
hang gliders,Hills,available segments,2739.0,544582090.9922521,350,308,485629114.04718155,608489143.9701616
hang gliders,Hills,available segments,3088.0,694675076.3965181,333,294,618478554.5057021,779943670.8029145
hang gliders,Hills,available segments,3481.0,889590422.3481829,310,272,788449024.5243101,999174408.1540542
hang gliders,Hills,available segments,3925.0,1162519876.8700223,280,245,1033986145.3301865,1306947463.272172
hang gliders,Hills,available segments,4425.0,1476882283.0625744,254,221,1304425701.8483484,1670884799.185995
hang gliders,Hills,available segments,4989.0,1857064835.3372219,228,197,1624778424.224932,2124386521.433689
hang gliders,Hills,available segments,5624.0,2283715887.3258157,206,179,2012206240.161397,2588979950.4455376
hang gliders,Hills,available segments,6341.0,2850364156.8586955,184,159,2472786467.462678,3257558196.2951946
hang gliders,Hills,available segments,7149.0,3625390950.7300615,163,142,3106041340.1918826,4199088949.005465
hang gliders,Hills,available segments,8059.0,4271018371.8778625,131,116,3583629831.6954436,5020884423.484307
hang gliders,Hills,available segments,9086.0,6152844233.142858,91,84,4989509249.161351,7380580132.574629
hang gliders,Hills,available segments,10000.0,8081599337.411765,68,63,6273933514.617931,9907985421.24071
hang gliders,Hills,fixed long segments,10.0,31382.319048713234,68,63,28479.62288378431,34346.19762132539
hang gliders,Hills,fixed long segments,11.0,39926.008056640625,68,63,36135.75945916427,43945.09832678928
hang gliders,Hills,fixed long segments,12.0,42854.312744140625,68,63,38250.43661447117,47743.35013049619
hang gliders,Hills,fixed long segments,14.0,64822.6723058364,68,63,58935.42224996988,71014.61017752512
hang gliders,Hills,fixed long segments,16.0,75886.54170496324,68,63,68698.82707506567,83187.99326927982
hang gliders,Hills,fixed long segments,18.0,100440.79859834559,68,63,92232.6672165871,108672.08197510132
hang gliders,Hills,fixed long segments,20.0,118770.01872702206,68,63,108114.92513987409,129442.84093089383
hang gliders,Hills,fixed long segments,23.0,158724.1726217831,68,63,144881.7415102841,172659.0000065572
hang gliders,Hills,fixed long segments,25.0,169629.54819623163,68,63,152808.8232199929,186587.96265076718
hang gliders,Hills,fixed long segments,29.0,237796.25815716913,68,63,216258.34903366197,258790.27140342112
hang gliders,Hills,fixed long segments,32.0,274224.37385110295,68,63,246823.54842112094,301451.4388400136
hang gliders,Hills,fixed long segments,37.0,356195.4096966912,68,63,320532.10946360516,391771.684235461
hang gliders,Hills,fixed long segments,41.0,443286.3050321691,68,63,400031.4120956125,486482.7521944331
hang gliders,Hills,fixed long segments,46.0,553155.61328125,68,63,498019.649198562,608450.8022190477
hang gliders,Hills,fixed long segments,52.0,681764.8763786765,68,63,613688.4176352164,750842.8907649133
hang gliders,Hills,fixed long segments,59.0,905156.6181066176,68,63,818520.5321894779,989762.4980607708
hang gliders,Hills,fixed long segments,67.0,1115752.6351102942,68,63,1002394.243699406,1226910.7098996448
hang gliders,Hills,fixed long segments,75.0,1407324.9241727942,68,63,1269072.6129175646,1541818.3837073862
hang gliders,Hills,fixed long segments,85.0,1747296.1295955882,68,63,1571867.9919812386,1917260.9082261028
hang gliders,Hills,fixed long segments,95.0,2197242.5974264704,68,63,1983046.0257595486,2408209.0720768063
hang gliders,Hills,fixed long segments,107.0,2714406.471507353,68,63,2441026.061696718,2980824.9139446854
hang gliders,Hills,fixed long segments,121.0,3383917.400735294,68,63,3040801.5648096264,3713991.3397452976
hang gliders,Hills,fixed long segments,137.0,4282087.37867647,68,63,3852517.0131505406,4701610.422741283
hang gliders,Hills,fixed long segments,154.0,5312839.981617647,68,63,4778977.929206731,5830530.043497689
hang gliders,Hills,fixed long segments,174.0,6684877.419117647,68,63,6014192.3394577755,7344487.051707651
hang gliders,Hills,fixed long segments,196.0,8263750.463235294,68,63,7437757.618405173,9079614.935053471
hang gliders,Hills,fixed long segments,221.0,10287623.87132353,68,63,9262255.572770147,11312245.165665584
hang gliders,Hills,fixed long segments,249.0,12794165.363970589,68,63,11515317.919185499,14071615.05153053
hang gliders,Hills,fixed long segments,281.0,15858923.44117647,68,63,14258714.40131592,17463712.27995251
hang gliders,Hills,fixed long segments,316.0,19553194.50735294,68,63,17573363.150643237,21525828.004898995
hang gliders,Hills,fixed long segments,357.0,24285234.26470588,68,63,21825331.536943164,26768646.096082088
hang gliders,Hills,fixed long segments,402.0,29969334.01470588,68,63,26888781.07936328,33079039.956641756
hang gliders,Hills,fixed long segments,453.0,37216630.073529415,68,63,33351689.441707574,41141984.28402906
hang gliders,Hills,fixed long segments,511.0,45991327.88235294,68,63,41128614.17486922,50905823.90374198
hang gliders,Hills,fixed long segments,576.0,56977519.61764706,68,63,50889443.94186435,63134190.28723744
hang gliders,Hills,fixed long segments,649.0,70511526.85294117,68,63,62890553.70201485,78223476.41865672
hang gliders,Hills,fixed long segments,732.0,87336057.64705883,68,63,77751199.57842651,96968197.27952257
hang gliders,Hills,fixed long segments,825.0,108348778.08823529,68,63,96310440.67744565,120380464.9958556
hang gliders,Hills,fixed long segments,931.0,134691791.6470588,68,63,119632232.10996337,149976982.76468626
hang gliders,Hills,fixed long segments,1049.0,167378324.0,68,63,148505897.9831694,186579264.42376393
hang gliders,Hills,fixed long segments,1183.0,208107028.0,68,63,184180795.66363636,232184916.14244306
hang gliders,Hills,fixed long segments,1334.0,259064772.94117647,68,63,228912431.16195598,289116326.4885139
hang gliders,Hills,fixed long segments,1504.0,322248052.0,68,63,284144391.60939693,360663587.8862643
hang gliders,Hills,fixed long segments,1695.0,401077306.4705882,68,63,353427285.5425184,449590197.4135376
hang gliders,Hills,fixed long segments,1911.0,498995614.8235294,68,63,439069749.8929032,559621623.1155313
hang gliders,Hills,fixed long segments,2155.0,621471502.3529412,68,63,546020099.6084539,698146413.5067712
hang gliders,Hills,fixed long segments,2429.0,773041485.6470588,68,63,677829571.0828573,869241262.9626309
hang gliders,Hills,fixed long segments,2739.0,961364927.2941177,68,63,841502277.0036432,1082230420.273611
hang gliders,Hills,fixed long segments,3088.0,1193581994.8235295,68,63,1041316113.0921739,1348478906.320608
hang gliders,Hills,fixed long segments,3481.0,1477761103.5294118,68,63,1285489007.9761038,1676399719.6879458
hang gliders,Hills,fixed long segments,3925.0,1826745577.8823528,68,63,1581749384.432334,2081900354.7824674
hang gliders,Hills,fixed long segments,4425.0,2250771189.1764708,68,63,1937222131.8950305,2573063891.9560375
hang gliders,Hills,fixed long segments,4989.0,2765122634.352941,68,63,2364013711.555405,3177080173.7009497
hang gliders,Hills,fixed long segments,5624.0,3378386230.117647,68,63,2863157437.6472383,3910514664.2091303
hang gliders,Hills,fixed long segments,6341.0,4101862285.1764708,68,63,3436920048.5257144,4781125856.166233
hang gliders,Hills,fixed long segments,7149.0,4949367422.117647,68,63,4105275004.807164,5824645272.675629
hang gliders,Hills,fixed long segments,8059.0,5931650217.411765,68,63,4849756220.0781355,7060807204.3744755
hang gliders,Hills,fixed long segments,9086.0,7061557526.588235,68,63,5629459399.768421,8532437990.77966
hang gliders,Hills,fixed long segments,10000.0,8081599337.411765,68,63,6273933514.617931,9907985421.24071
hang gliders,Low mountains,available segments,10.0,19529.635569249665,3318,2341,19244.61858071428,19829.079663366836
hang gliders,Low mountains,available segments,11.0,23453.909074138843,3318,2341,23058.6979912032,23892.419446721608
hang gliders,Low mountains,available segments,12.0,24835.41907118319,3318,2341,24394.732482986263,25313.91198789511
hang gliders,Low mountains,available segments,14.0,36157.66856996871,3318,2341,35461.45795571759,36918.62422745783
hang gliders,Low mountains,available segments,16.0,48171.28036922294,3318,2341,47409.205275163135,48990.69075309046
hang gliders,Low mountains,available segments,18.0,60886.73688957276,3318,2341,59961.41940610335,61893.0087100649
hang gliders,Low mountains,available segments,20.0,68541.7984902023,3318,2341,67460.05733846613,69726.98460262972
hang gliders,Low mountains,available segments,23.0,88977.58199339655,3318,2341,87433.67601850744,90657.19630053766
hang gliders,Low mountains,available segments,25.0,93633.03687629767,3318,2341,91976.74876883882,95465.98082787362
hang gliders,Low mountains,available segments,29.0,135624.19417048778,3318,2341,133413.8889224941,138041.4120255153
hang gliders,Low mountains,available segments,32.0,151982.07876095606,3318,2341,149350.37006839798,154825.95588317374
hang gliders,Low mountains,available segments,37.0,204084.49863861504,3318,2341,200630.77063684273,207895.52875694475
hang gliders,Low mountains,available segments,41.0,244230.28578266388,3318,2341,239998.5769819935,248797.72864269937
hang gliders,Low mountains,available segments,46.0,313269.8723264477,3318,2341,307795.49940687546,319284.3245047334
hang gliders,Low mountains,available segments,52.0,372044.79255307367,3318,2341,365366.21808993886,379249.86654914776
hang gliders,Low mountains,available segments,59.0,495219.45755977684,3318,2341,486459.61722639337,504915.8342169246
hang gliders,Low mountains,available segments,67.0,613133.7473865148,3318,2341,601895.0998450674,625363.9827699489
hang gliders,Low mountains,available segments,75.0,770770.5287501303,3318,2341,756821.9903932593,785975.9980756469
hang gliders,Low mountains,available segments,85.0,923765.910782584,3318,2341,906767.4743156362,942354.3179096574
hang gliders,Low mountains,available segments,95.0,1182939.6433321044,3318,2341,1160837.6495221504,1206554.4870515992
hang gliders,Low mountains,available segments,107.0,1442368.513622923,3318,2341,1415037.426733388,1472204.1241353727
hang gliders,Low mountains,available segments,121.0,1774006.0335041187,3318,2341,1740587.0847544333,1811149.7434304531
hang gliders,Low mountains,available segments,137.0,2239630.953354932,3318,2341,2196341.2154002413,2286448.7469171174
hang gliders,Low mountains,available segments,154.0,2737499.6616478227,3318,2341,2683937.0804395056,2795978.169824623
hang gliders,Low mountains,available segments,174.0,3413806.4411477214,3318,2341,3345190.945283227,3487097.5640924876
hang gliders,Low mountains,available segments,196.0,4233281.201046551,3318,2341,4149135.7699647597,4323419.461259642
hang gliders,Low mountains,available segments,221.0,5187237.25859319,3318,2341,5082522.966095501,5298690.884478078
hang gliders,Low mountains,available segments,249.0,6409236.730600797,3318,2341,6279393.538656572,6548920.249690861
hang gliders,Low mountains,available segments,281.0,7850184.218639014,3318,2341,7686011.086175705,8022931.7859595865
hang gliders,Low mountains,available segments,316.0,9631831.632503638,3317,2340,9432508.263435647,9846716.243476193
hang gliders,Low mountains,available segments,357.0,11822914.520653188,3317,2340,11573997.128757639,12092124.747388957
hang gliders,Low mountains,available segments,402.0,14384627.007331083,3315,2340,14071315.597507082,14715580.919813273
hang gliders,Low mountains,available segments,453.0,17628066.38357113,3314,2339,17236096.349880088,18038064.433004312
hang gliders,Low mountains,available segments,511.0,21532602.48055788,3313,2339,21045988.195595972,22040261.174439862
hang gliders,Low mountains,available segments,576.0,26322221.97060488,3312,2339,25713694.08828294,26953372.831600327
hang gliders,Low mountains,available segments,649.0,32036236.2186487,3310,2337,31269323.836602747,32821428.099203676
hang gliders,Low mountains,available segments,732.0,38925339.40249394,3307,2337,37983112.54070821,39923954.38884471
hang gliders,Low mountains,available segments,825.0,47334645.80035636,3302,2333,46164777.38403661,48579499.06060113
hang gliders,Low mountains,available segments,931.0,57694315.60567533,3300,2331,56242511.170741275,59262561.28750011
hang gliders,Low mountains,available segments,1049.0,70171335.41958873,3298,2330,68356612.49381001,72144128.93458033
hang gliders,Low mountains,available segments,1183.0,85073544.48593736,3291,2325,82756014.52127859,87550709.05293676
hang gliders,Low mountains,available segments,1334.0,103260376.80550174,3272,2311,100383695.97261347,106344726.68646616
hang gliders,Low mountains,available segments,1504.0,125004903.95691004,3255,2300,121392108.01052332,128792326.2887254
hang gliders,Low mountains,available segments,1695.0,151596742.42697755,3232,2282,146966287.42427492,156336514.57502162
hang gliders,Low mountains,available segments,1911.0,183811589.6872153,3187,2249,178107642.95738712,189738000.60918882
hang gliders,Low mountains,available segments,2155.0,223161598.27941886,3132,2213,215940451.01849702,230524531.1367755
hang gliders,Low mountains,available segments,2429.0,270786188.76959777,3049,2156,261999438.63127026,279965273.3068673
hang gliders,Low mountains,available segments,2739.0,329036839.2918512,2942,2083,317618322.9089025,340364479.6978054
hang gliders,Low mountains,available segments,3088.0,401875713.15794003,2804,2000,387706026.9813421,416429109.4663163
hang gliders,Low mountains,available segments,3481.0,495549014.34353197,2621,1875,477889612.26242346,513791635.20835674
hang gliders,Low mountains,available segments,3925.0,610748496.0206224,2403,1734,588620838.6029128,634126160.5518769
hang gliders,Low mountains,available segments,4425.0,760746898.8448237,2157,1564,731073356.1055722,791355996.952631
hang gliders,Low mountains,available segments,4989.0,948265344.223957,1883,1385,909856924.1321493,988385491.0798967
hang gliders,Low mountains,available segments,5624.0,1184167363.4738636,1604,1200,1132250038.1736872,1239819017.5939689
hang gliders,Low mountains,available segments,6341.0,1460886737.8487585,1329,1010,1391232628.34084,1533340990.2198353
hang gliders,Low mountains,available segments,7149.0,1799832894.1418407,1054,825,1706803752.683181,1899850198.1013298
hang gliders,Low mountains,available segments,8059.0,2318465889.4258504,735,604,2188063113.3374834,2462319511.430254
hang gliders,Low mountains,available segments,9086.0,2991840966.8455286,492,431,2787805927.98766,3192242090.406169
hang gliders,Low mountains,available segments,10000.0,3603871542.2988505,348,315,3339875450.84097,3882223284.6038504
hang gliders,Low mountains,fixed long segments,10.0,25897.39022230828,348,315,24790.497187553465,27050.94596192654
hang gliders,Low mountains,fixed long segments,11.0,33997.36620953439,348,315,32172.152335275856,35970.37852034065
hang gliders,Low mountains,fixed long segments,12.0,36486.41181893184,348,315,34501.82533528638,38610.92247113787
hang gliders,Low mountains,fixed long segments,14.0,51441.94823096264,348,315,48139.050212780385,54705.020993867336
hang gliders,Low mountains,fixed long segments,16.0,68831.2033831717,348,315,65956.56136698929,72081.99777107085
hang gliders,Low mountains,fixed long segments,18.0,82537.285077676,348,315,79253.9862041384,86053.47273755212
hang gliders,Low mountains,fixed long segments,20.0,99210.72810591775,348,315,94517.1180244347,104192.08308686434
hang gliders,Low mountains,fixed long segments,23.0,126766.26043350395,348,315,120190.02488766196,133611.5595063457
hang gliders,Low mountains,fixed long segments,25.0,135486.73627761315,348,315,128350.21731552754,142747.2955687959
hang gliders,Low mountains,fixed long segments,29.0,198363.6338732489,348,315,189563.39364312225,207889.60816959548
hang gliders,Low mountains,fixed long segments,32.0,230458.4841336656,348,315,218743.2022552224,242689.4019760285
hang gliders,Low mountains,fixed long segments,37.0,308359.4248046875,348,315,294643.5607837387,323325.78205147607
hang gliders,Low mountains,fixed long segments,41.0,370415.0853762572,348,315,352478.9373923061,389146.8101315135
hang gliders,Low mountains,fixed long segments,46.0,478219.9424389368,348,315,455801.56356117444,502509.29682166886
hang gliders,Low mountains,fixed long segments,52.0,571167.5476382902,348,315,542412.8994187568,601666.3519633805
hang gliders,Low mountains,fixed long segments,59.0,755526.7776355962,348,315,718986.5265626959,794225.7446125508
hang gliders,Low mountains,fixed long segments,67.0,949845.978201329,348,315,904148.0875895636,999301.8835096711
hang gliders,Low mountains,fixed long segments,75.0,1191242.2112966955,348,315,1135714.3792903163,1252170.7476812496
hang gliders,Low mountains,fixed long segments,85.0,1432556.0356950432,348,315,1360078.6904620943,1509624.3486034141
hang gliders,Low mountains,fixed long segments,95.0,1848481.7258441092,348,315,1761579.230800199,1943741.9789766714
hang gliders,Low mountains,fixed long segments,107.0,2279228.19845546,348,315,2166060.3753427123,2399307.495870252
hang gliders,Low mountains,fixed long segments,121.0,2800447.300915948,348,315,2662168.9465827704,2947650.6936669783
hang gliders,Low mountains,fixed long segments,137.0,3566734.5063757184,348,315,3392855.5748967244,3754359.1667371555
hang gliders,Low mountains,fixed long segments,154.0,4338795.772719109,348,315,4123667.58330538,4569491.333418725
hang gliders,Low mountains,fixed long segments,174.0,5468294.01795977,348,315,5190708.742364421,5767774.985975712
hang gliders,Low mountains,fixed long segments,196.0,6821506.284841954,348,315,6482532.0667867,7183049.742990549
hang gliders,Low mountains,fixed long segments,221.0,8416651.091594828,348,315,7991951.669123149,8868769.418808049
hang gliders,Low mountains,fixed long segments,249.0,10433988.384518677,348,315,9908380.368951758,10993809.293386137
hang gliders,Low mountains,fixed long segments,281.0,12904138.840517242,348,315,12246741.280831197,13607818.360067366
hang gliders,Low mountains,fixed long segments,316.0,15928865.083333334,348,315,15117405.289311076,16792548.53394486
hang gliders,Low mountains,fixed long segments,357.0,19710345.54777299,348,315,18703162.5971456,20787598.443547133
hang gliders,Low mountains,fixed long segments,402.0,24154969.46551724,348,315,22910120.108443312,25501006.274152596
hang gliders,Low mountains,fixed long segments,453.0,29793588.896551725,348,315,28243447.539068732,31447036.79599396
hang gliders,Low mountains,fixed long segments,511.0,36780155.31968391,348,315,34837286.54828674,38838733.10512238
hang gliders,Low mountains,fixed long segments,576.0,45411934.02227011,348,315,43019334.82356934,47964551.3185644
hang gliders,Low mountains,fixed long segments,649.0,55758297.82614943,348,315,52794223.824021906,58920079.39546282
hang gliders,Low mountains,fixed long segments,732.0,68683879.72988506,348,315,64980590.193741694,72629506.3890248
hang gliders,Low mountains,fixed long segments,825.0,84498063.52155173,348,315,79881675.80923831,89425702.69048518
hang gliders,Low mountains,fixed long segments,931.0,104467468.68965517,348,315,98706156.80208255,110624043.12302038
hang gliders,Low mountains,fixed long segments,1049.0,128754573.0,348,315,121610689.18439113,136377001.03903922
hang gliders,Low mountains,fixed long segments,1183.0,158613807.1408046,348,315,149674719.23895922,168109661.56133077
hang gliders,Low mountains,fixed long segments,1334.0,195592109.85344827,348,315,184422755.32471868,207346172.26388887
hang gliders,Low mountains,fixed long segments,1504.0,240679021.22413793,348,315,226806138.27551842,255341688.17910632
hang gliders,Low mountains,fixed long segments,1695.0,296430026.8936782,348,315,279151647.72404855,314677291.53060603
hang gliders,Low mountains,fixed long segments,1911.0,363823540.4310345,348,315,342343446.7106175,386518605.10056585
hang gliders,Low mountains,fixed long segments,2155.0,446781204.3563218,348,315,419912319.3825802,474952923.4132824
hang gliders,Low mountains,fixed long segments,2429.0,546591278.5172414,348,315,513029805.9616038,581657747.7928938
hang gliders,Low mountains,fixed long segments,2739.0,667966253.862069,348,315,626088961.5945588,712189102.3669437
hang gliders,Low mountains,fixed long segments,3088.0,813453220.1666666,348,315,761344892.7173251,868221309.8416175
hang gliders,Low mountains,fixed long segments,3481.0,986709756.3390805,348,315,922247021.9855795,1054635099.3422095
hang gliders,Low mountains,fixed long segments,3925.0,1192610785.586207,348,315,1113608006.9729328,1276106241.834284
hang gliders,Low mountains,fixed long segments,4425.0,1434000767.7011495,348,315,1337264299.9452455,1537179847.469041
hang gliders,Low mountains,fixed long segments,4989.0,1714287100.8045976,348,315,1596815369.1725698,1839154700.4971323
hang gliders,Low mountains,fixed long segments,5624.0,2031523924.091954,348,315,1889393236.32883,2180266573.478466
hang gliders,Low mountains,fixed long segments,6341.0,2381371271.402299,348,315,2212067645.8726625,2556270950.1351833
hang gliders,Low mountains,fixed long segments,7149.0,2750444434.183908,348,315,2551301596.377537,2958018623.4810915
hang gliders,Low mountains,fixed long segments,8059.0,3110390318.045977,348,315,2885627279.9115934,3344852784.702188
hang gliders,Low mountains,fixed long segments,9086.0,3423257371.6551723,348,315,3175833731.633683,3686810258.1493864
hang gliders,Low mountains,fixed long segments,10000.0,3603871542.2988505,348,315,3339875450.84097,3882223284.6038504
hang gliders,High mountains,available segments,10.0,18187.590314518668,1973,1285,17955.211517161573,18427.54719475128
hang gliders,High mountains,available segments,11.0,21600.727225846753,1973,1285,21258.999924513468,21965.46479676228
hang gliders,High mountains,available segments,12.0,22593.955993111405,1973,1285,22222.57938069944,22982.453054061214
hang gliders,High mountains,available segments,14.0,33249.6309713837,1973,1285,32674.408181052222,33867.59175164854
hang gliders,High mountains,available segments,16.0,43326.868779447526,1973,1285,42607.7227081257,44059.62117064209
hang gliders,High mountains,available segments,18.0,55701.396185903475,1973,1285,54837.28807932281,56622.06089321668
hang gliders,High mountains,available segments,20.0,61922.004449895285,1973,1285,60992.31821500587,62927.24748014021
hang gliders,High mountains,available segments,23.0,81287.22333875531,1973,1285,79983.00346346585,82755.04963399557
hang gliders,High mountains,available segments,25.0,84503.57393947095,1973,1285,83187.02235805379,85952.83361568984
hang gliders,High mountains,available segments,29.0,121161.11104672623,1973,1285,119194.11035869263,123295.75837460814
hang gliders,High mountains,available segments,32.0,135009.85873936766,1973,1285,132765.05654478024,137366.93681778296
hang gliders,High mountains,available segments,37.0,179890.35141343286,1973,1285,176782.25570498724,183150.67492943766
hang gliders,High mountains,available segments,41.0,215477.21659066455,1973,1285,211842.847250749,219453.60185432428
hang gliders,High mountains,available segments,46.0,275377.95298676204,1973,1285,270389.43797157676,280603.4940635542
hang gliders,High mountains,available segments,52.0,327383.6309555855,1973,1285,321642.4131656752,333640.6703622905
hang gliders,High mountains,available segments,59.0,436013.38507922593,1973,1285,428096.02038974117,444577.74049601203
hang gliders,High mountains,available segments,67.0,536124.276956554,1973,1285,526068.1776049263,546609.1290686632
